n,text,label
239,Certidão de Publicação Expedida Relação :0296/2018 Data da Disponibilização: 22/06/2018 Data da Publicação: 25/06/2018 Número do Diário: 2601 Página: 2526/2531,H:Arquivado
240,Certidão de Publicação Expedida Relação :0276/2015 Data da Disponibilização: 18/08/2015 Data da Publicação: 19/08/2015 Número do Diário: 1948 Página: 161/167,H:Ativo
241,Arquivado Provisoriamente,H:Arquivado
242,Suspensão do Prazo Prazo referente ao usuário foi alterado para 01/04/2019 devido à alteração da tabela de feriados Prazo referente ao usuário foi alterado para 08/03/2019 devido à alteração da tabela de feriados,H:Ativo
243,Conclusos,H:Ativo
244,"Decurso de Prazo Certifico e dou fé haver decorrido o prazo, sem a manifestação do exequente. São Paulo, 23 de janeiro de 2019. Eu, ___, Selma Aparecida de Oliveira Ilha de Campos, Escrevente Técnico Judiciário.",H:Suspenso
245,Arquivado Definitivamente pacote 1863/2018 F9001972115450 2º vol F9001972115451 1º vol,H:Arquivado
246,"Tipo do Movimento:Ato Ordinatório Praticado Descrição:Informo que a parte Autora compareceu ao cartório, nesta data, ratificando o acordo.",H:Ativo
247,Tipo do Movimento:Publicado  Atos da Serventia Folhas do DJERJ.:682/707,H:Arquivado
248,Certidão de Publicação Expedida Relação :0094/2018 Data da Disponibilização: 28/03/2018 Data da Publicação: 02/04/2018 Número do Diário: 2545 Página: 2695/2700,H:Arquivado
249,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoSituação:Em fase de encaminhamento ao arquivo,H:Arquivado
250,Conclusos para Decisão,H:Ativo
251,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:3413Situação:Em fase de encaminhamento ao arquivo,H:Arquivado
252,Remetidos Os Autos Para Coordenadoria De Processos Eletrônicos Para Identificação De Peças,H:Ativo
253,Certidão de Publicação Expedida Relação :0117/2018 Data da Disponibilização: 11/06/2018 Data da Publicação: 12/06/2018 Número do Diário: 2592 Página: 1230/1241,H:Ativo
254,Conclusos para Decisão,H:Ativo
255,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados PROCESSO DEVOLVIDO AO ARQUIVO CENTRAL EM 10/04/18,H:Arquivado
256,Remetida a Carta Precatória ao Cartório de Origem Cumprida Negativa,H:Arquivado
257,Mandado Devolvido Cumprido Positivo Certidão - Oficial de Justiça - Mandado Cumprido Positivo,H:Ativo
258,Certidão de Publicação Expedida Relação :0088/2018 Data da Disponibilização: 27/02/2018 Data da Publicação: 28/02/2018 Número do Diário: 2524 Página: 1443/1448,H:Ativo
259,Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Ação Civil Pública Cível - Número: 80024 - Protocolo: FBIR19000059001,H:Ativo
260,Arquivado Provisoriamente,H:Suspenso
261,"Remetido ao DJE Relação: 0054/2019 Teor do ato: Nos termos da Ordem de Serviço nº 6/2016 e do artigo 1.007 das Normas da Corregedoria Geral da Justiça, emiti e remeti para a Central de Mandados um único mandado com observação de que se considera ato único, para fins de ressarcimento, (i) as intimações ou citações que devam ser realizadas ao mesmo tempo, no mesmo local ou em local vizinho, inclusive nas ações possessórias em relação a ocupantes não determinados, e (ii) as intimações que devem suceder imediatamente a ato de constrição, tais como os de penhora, arresto, sequestro e depósito. Advogados(s): MOACYR JACINTHO FERREIRA (OAB 49482/SP), ALDENIR NILDA PUCCA (OAB 31770/SP)",H:Ativo
262,Arquivado Provisoriamente,H:Suspenso
263,Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital,H:Arquivado
264,Arquivado Definitivamente,H:Arquivado
265,Arquivado Definitivamente ENVIADO AO ARQUIVO CAIXA 4290/2018 VOL. 5,H:Arquivado
266,Conclusos para Decisão,H:Ativo
267,Contrarrazões Juntada Nº Protocolo: WFPA.14.40123903-2 Tipo da Petição: Contrarrazões de Apelação Data: 26/09/2014 18:06,H:Ativo
268,"Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados I, II VOLUME 5714/18",H:Suspenso
269,Certidão de Cartório Expedida Certidão - Genérica,H:Suspenso
270,Tipo do Movimento:RemessaDestinatário:Central de Arquivamento Prazo:15 dia(s),H:Arquivado
271,Conclusos Para Despacho Do(A) Ministro(A) Vice-Presidente Do Tst - Re (Gabinete Da Vice-Presidência),H:Ativo
272,Arquivado Definitivamente,H:Arquivado
273,Processo Digitalizado,H:Ativo
274,Arquivado Definitivamente,H:Arquivado
275,Trânsito em Julgado às partes - Proc. em Andamento Certifico e dou fé que a r. sentença de fls. 1363 transitou em julgado. Nada Mais.,H:Ativo
276,Certidão de Cartório Expedida Certifico e dou fé que a r. Sentença às fls. 159/161 transitou em julgado. Nada Mais.,H:Ativo
277,Petição Juntada Nº Protocolo: WFPA.19.70113600-4 Tipo da Petição: Petições Diversas Data: 11/03/2019 12:37,H:Ativo
278,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:8174Situação:Em fase de encaminhamento ao arquivo,H:Arquivado
279,Certidão de Publicação Expedida Relação :0723/2017 Data da Disponibilização: 20/09/2017 Data da Publicação: 21/09/2017 Número do Diário: 4 Página: 235,H:Arquivado
280,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
281,Início da Execução Juntado 0006223-31.2017.8.26.0597 - Cumprimento de sentença,H:Arquivado
282,Conclusos para Sentença,H:Ativo
283,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
284,Tipo do Movimento:Publicado  Atos da Serventia Folhas do DJERJ.:530/542,H:Arquivado
285,Certidão de Cartório Expedida Certidão - Genérica,H:Ativo
286,Arquivado Definitivamente,H:Arquivado
287,Certidão de Publicação Expedida Relação :0030/2018 Data da Disponibilização: 28/02/2018 Data da Publicação: 01/03/2018 Número do Diário: 2525 Página: 1157,H:Arquivado
288,Petição Juntada Nº Protocolo: WFPA.19.70083013-6 Tipo da Petição: Petições Diversas Data: 21/02/2019 15:58,H:Ativo
289,Conclusos para Sentença,H:Ativo
290,Certidão de Cartório Expedida Certidão - Genérica,H:Ativo
291,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:14093Maço recebido pelo arquivo em:24/07/2015Local de arquivamento:Arquivo Geral - Rio de Janeiro,H:Arquivado
292,Arquivado Definitivamente,H:Arquivado
293,Arquivado Definitivamente,H:Arquivado
294,Determinada A Expedição De Mandado De Levantamento Em Favor Do Autor/Exequente/Embargado,H:Ativo
295,Serventuário,H:Ativo
296,Arquivado Definitivamente ARQUIVADO NA CAIXA SOB Nº 3585/2019,H:Arquivado
297,Arquivamento Provisório - Cumprimento de Sentença Digital,H:Suspenso
298,Arquivado Definitivamente,H:Arquivado
299,Arquivado Provisoriamente,H:Suspenso
300,Certidão de Publicação Expedida Relação :0318/2019 Data da Disponibilização: 25/03/2019 Data da Publicação: 26/03/2019 Número do Diário: 2774 Página: 1474/1492,H:Ativo
301,Certidão de Cartório Expedida Certidão - Genérica,H:Arquivado
302,Início da Execução Juntado 0036391-62.2018.8.26.0053 - Cumprimento Provisório de Sentença,H:Ativo
303,Baixa Definitiva,H:Arquivado
304,Petição Juntada Nº Protocolo: WJMJ.18.41566531-8 Tipo da Petição: Petições Diversas Data: 21/11/2018 16:03,H:Ativo
305,Certidão de Cartório Expedida Certidão - Genérica,H:Ativo
306,Certidão de Publicação Expedida Relação :0032/2017 Data da Disponibilização: 23/02/2017 Data da Publicação: 24/02/2017 Número do Diário: 2295 Página: 3207-3214,H:Ativo
307,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo,H:Ativo
308,Início da Execução Juntado 0026712-38.2018.8.26.0053 - Cumprimento Provisório de Sentença,H:Ativo
309,Certidão de Cartório Expedida Certidão - Genérica,H:Arquivado
310,Arquivado Definitivamente remetido ao arquivo central,H:Arquivado
311,"Tipo do Movimento:Ato Ordinatório Praticado Descrição:CERTIDÃO



Certifico,  em atenção ao Ato Normativo TJCGJ/VICE-PRESIDÊNCIA nº 07/2013,  que os presentes autos estão devidamente regularizados, inclusive quanto à numeração e ordenação das folhas, bem como devidamente cadastrados no sistema informatizado DCP,  juntamente com seus apensos. Certifico, ainda, que neste ato  faço remessa dos mesmos ao E. TRIBUNAL DE JUSTIÇA.",H:Ativo
312,Arquivado Provisoriamente - Execução Frustrada,H:Suspenso
313,Arquivado Definitivamente,H:Arquivado
314,Recibo Juntado,H:Arquivado
315,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:1412Maço recebido pelo arquivo em:05/07/2017Local de arquivamento:Arquivo Geral - Rio de Janeiro,H:Arquivado
316,Remetidos os Autos à Minuta,H:Ativo
317,Certidão de Objeto e Pé Expedida Certidão - Objeto e Pé - Criminal,H:Ativo
318,Mandado Devolvido Cumprido Positivo Certidão - Oficial de Justiça - Mandado Cumprido Positivo,H:Ativo
319,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:23758Situação:Em fase de encaminhamento ao arquivo,H:Arquivado
320,Petição Juntada Nº Protocolo: WSJC.17.70205191-4 Tipo da Petição: Petições Diversas Data: 17/08/2017 11:27,H:Ativo
321,Arquivado Definitivamente,H:Arquivado
322,Conclusos para Decisão Em br,H:Ativo
323,Suspensão do Prazo Prazo referente ao usuário foi alterado para 11/03/2019 devido à alteração da tabela de feriados,H:Ativo
324,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo,H:Ativo
325,Arquivado Definitivamente,H:Arquivado
326,Arquivado Provisoriamente ag. provocação no arquivo,H:Suspenso
327,Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Procedimento Comum - Número: 80016 - Protocolo: FCRV19000006244,H:Ativo
328,Arquivado Provisoriamente,H:Suspenso
329,Certidão de Publicação Expedida Relação :0525/2018 Data da Disponibilização: 05/06/2018 Data da Publicação: 06/06/2018 Número do Diário: 2588 Página: 2405/2414,H:Ativo
330,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
331,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Privado,H:Ativo
332,Trânsito em Julgado às partes - com Baixa,H:Arquivado
333,Arquivado Definitivamente,H:Arquivado
334,Mero Expediente,H:Ativo
335,Tipo do Movimento:Recebidos os autos ,H:Ativo
336,Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Procedimento Comum Cível - Número: 80002 - Protocolo: FFPA18002019475,H:Ativo
337,Arquivado Definitivamente,H:Arquivado
338,Arquivado Definitivamente Arquivado em 22/02/17,H:Arquivado
339,Arquivado Definitivamente,H:Arquivado
340,Certidão de Publicação Expedida Relação :0023/2017 Data da Disponibilização: 31/01/2017 Data da Publicação: 01/02/2017 Número do Diário: 2278 Página: 269/272,H:Suspenso
341,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público 2 volumes - 0000148877/2014 Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo,H:Ativo
342,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
343,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
344,Certidão de Cartório Expedida Certidão - Genérica,H:Suspenso
345,Certidão de Publicação Expedida Relação :0040/2019 Data da Disponibilização: 06/02/2019 Data da Publicação: 07/02/2019 Número do Diário: 2743. Página: 2021/2023.,H:Ativo
346,Trânsito em Julgado às partes - Proc. em Andamento Certidão - Trânsito em Julgado,H:Ativo
347,Certidão de Publicação Expedida Relação :0156/2019 Data da Disponibilização: 08/03/2019 Data da Publicação: 11/03/2019 Número do Diário: 2763 Página: 1540/1553,H:Ativo
348,Cancelada a Distribuição (movimentação exclusiva do distribuidor) Conforme despacho de fls. 15 em 26/01/2016.,H:Arquivado
349,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:4377Maço recebido pelo arquivo em:06/03/2015Local de arquivamento:Arquivo Geral - Rio de Janeiro,H:Arquivado
350,Tipo do Movimento:Envio de Documento Eletrônico ,H:Ativo
351,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
352,Recebidos os Autos da Procuradoria do Município Tipo de local de destino: Cartório Especificação do local de destino: Cartório do Setor de Execuções contra a FazPública,H:Ativo
353,AR Positivo Juntado Juntada de AR : AR938583265TJ Situação : Cumprido Modelo : Processo Digital - Carta - Citação - Rito Comum - Sem Audiência - Cível - NOVO CPC Destinatário : BANCO SANTANDER (BRASIL) S/A Diligência : 25/03/2019,H:Ativo
354,Arquivado Definitivamente PACOTE844/2017,H:Arquivado
355,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 9ª Vara de Fazenda Pública,H:Ativo
356,Certidão de Objeto e Pé Expedida Certidão - Objeto e Pé - Criminal,H:Ativo
357,Arquivado Definitivamente Pacote nº 12.698/18 (1º e 2º volumes) - Justiça Gratuita.,H:Arquivado
358,Expedição de documento AG REMESSA AO ARQUIVO,H:Arquivado
359,Arquivado Definitivamente,H:Arquivado
360,Recebidos os Autos do Arquivo Geral Remetido ao Arquivo dia 22/09/2017,H:Arquivado
361,Arquivado Provisoriamente retorno ao arquivo - caixa 456/2003,H:Suspenso
362,Remetida a Carta Precatória ao Cartório de Origem Cumprida Positiva,H:Arquivado
363,Mudança de Classe Processual,H:Ativo
364,Arquivado Provisoriamente,H:Suspenso
365,"Certidão de Cartório Expedida Autos n. 2005/001517. Certifico e dou fé que, em cumprimento ao determinado, encaminho os autos ao arquivo para que aguardem provocação da parte interessada. Nada mais. Campinas, 24 de abril de 2017.",H:Suspenso
366,Mandado Expedido Mandado nº: 491.2019/002163-0 Situação: Cumprido - Ato positivo em 01/04/2019,H:Ativo
367,"Certidão de Cartório Expedida CERTIFICO E DOU FÉ que faço a REMESSA dos presentes autos, na data de 12/03/2018, via malote, ao Serviço de Processamento de Recursos aos Tribunais Superiores do 1º ao 4º Grupo de Câmaras de Direito Público (SJ 4.10), em cumprimento ao determinado em fls. 194/195 retro. Certifico finalmente que os presentes autos contém 01 (um) volume e 05 (cinco) apensos, sendo estes últimos 01 (um) volume de execução fiscal, 01 (um) volume de agravo de instrumento e 03 (três) volumes de processo administrativo. Nada mais. São Paulo, 09/03/2018.",H:Ativo
368,Suspensão do Prazo Prazo referente ao usuário foi alterado para 03/04/2019 devido à alteração da tabela de feriados,H:Ativo
369,Certidão de Cartório Expedida Certidão - Genérica,H:Arquivado
370,Arquivado Provisoriamente,H:Suspenso
371,Cancelada a Distribuição (movimentação exclusiva do distribuidor) determinação judicial,H:Ativo
372,Arquivado Provisoriamente PACOTE 14.155/19- 1º AO 3º VOL,H:Suspenso
373,Documento Juntado,H:Ativo
374,Certidão de Publicação Expedida Relação :0004/2019 Data da Disponibilização: 24/01/2019 Data da Publicação: 28/01/2019 Número do Diário: 2735 Página: 1786/1810,H:Ativo
375,Arquivado Definitivamente 1º Volume F9001970730889 Pacote Nº 6208/2018 2º Volume F9001970730890 Pacote Nº 6208/2018,H:Arquivado
376,Agravo de Instrumento - Acórdão e Demais Peças Juntados - Com Trânsito em Julgado - Agravo Destruído,H:Ativo
377,Tipo do Movimento:Publicado  Despacho Folhas do DJERJ.:792/876,H:Arquivado
378,Arquivado Definitivamente,H:Arquivado
379,Certidão de Publicação Expedida Relação :0041/2019 Data da Disponibilização: 20/02/2019 Data da Publicação: 21/02/2019 Número do Diário: ed 2753 Página: 950/953,H:Ativo
380,AR Positivo Juntado,H:Arquivado
381,Petição Juntada Nº Protocolo: WSTS.19.80022955-8 Tipo da Petição: Petições Diversas Data: 20/03/2019 13:53,H:Ativo
382,Despacho,H:Arquivado
383,"Certidão de Cartório Expedida C E R T I D Ã OCertifico e dou fé que até a presente data não houve qualquer manifestação nos autos, razão pela qual remeto-o novamente ao ARQUIVO, dando integral cumprimento a determinação retro. Nada Mais.",H:Arquivado
384,Decurso de Prazo sem manifestação,H:Suspenso
